Word,OccurTotal,OccurNum,Rating.Mean,Rating.SD,Frequency
ream,22,21,12.71,4.58,11
renunciation,18,18,14.94,3.35,11
reoccurring,18,18,8.5,2.57,11
rigidity,19,19,11.47,2.59,11
romaine,18,13,11.62,3.18,11
scimitar,19,13,14.54,4.54,11
scrutinize,18,17,14.59,2.81,11
seagoing,19,15,12.4,4.67,11
sickout,18,12,11.58,4.1,11
signet,18,11,13.09,4.04,11
smutty,19,17,13.29,3.58,11
specialness,18,18,9.44,3.99,11
spiritualist,18,18,13.22,3.8,11
standoffish,19,17,11.82,2.46,11
starchy,19,18,10.67,3.05,11
subhuman,18,16,12.19,2.9,11
suet,18,12,11.25,3.11,11
sunshiny,18,14,6.21,2.99,11
surcharge,19,19,12.53,3.66,11
surrealistic,18,17,13.53,3.48,11
swatter,18,14,11.43,4.31,11
synthesize,19,19,13.32,4,11
teleconference,19,19,15.47,5.15,11
temerity,18,10,14.1,4.23,11
terrarium,19,16,12.38,4.87,11
tickler,18,18,6.61,2.75,11
tollbooth,19,19,9.16,2.97,11
underweight,19,19,7.74,2.02,11
undisclosed,19,19,11.37,3.13,11
unopposed,20,20,11.35,3.95,11
unproven,18,18,10.06,3.46,11
viaduct,19,12,13.33,2.99,11
webcam,30,30,15.57,4.64,11
wheelie,19,19,6.32,1.86,11
windup,18,18,8.22,2.44,11
workroom,19,19,9.74,4.91,11
aficionado,18,14,13.86,2.51,11
aftertaste,20,20,10,2.7,11
ail,19,17,9.71,2.37,11
amyl,18,3,15.67,1.53,11
ancillary,18,9,13.78,2.91,11
aplenty,19,16,13.25,3.62,11
asexual,19,18,16,3.68,11
assessor,19,19,14.79,3.29,11
athleticism,19,19,10.05,2.74,11
automaton,20,20,14.4,2.39,11
bachelorhood,20,19,13.37,2.63,11
baronet,21,15,11.47,3.31,11
basalt,19,15,13.2,3.93,11
beaded,19,19,8.37,3.17,11
beautician,19,19,10.11,2.96,11
bewildering,20,20,12.35,3,11
bodice,19,16,14.5,2.73,11
brainstem,18,18,14.28,3.32,11
breakage,19,17,11.18,3.76,11
brontosaurus,20,18,8.17,3.31,11
bulbous,20,18,13.44,2.33,11
bullwhip,18,16,11,3.63,11
buttonhole,19,19,6.84,2.39,11
cantankerous,21,17,13.82,3.78,11
capsize,21,21,10.24,3.13,11
carob,19,11,15.36,3.56,11
cashew,19,19,8.68,3.43,11
cataclysm,20,19,13.32,3.23,11
chamois,20,8,14.5,5.1,11
chanteuse,18,7,15.43,3.99,11
choreograph,20,19,13.16,3.17,11
compartmentalize,19,18,14.94,4.09,11
conveyance,21,17,12.76,3.56,11
counterbalance,20,20,12.1,2.4,11
cumulative,21,21,12.95,2.87,11
cunnilingus,18,14,16.29,2.27,11
decanter,19,19,14.53,4.07,11
derailment,18,17,12,2.72,11
designation,18,17,11.82,2.13,11
detainee,20,20,13.8,4.37,11
diaphoretic,20,8,15,3.7,11
disobedient,19,19,6.63,2.48,11
dote,19,19,11.47,3.81,11
drench,20,20,9.35,2.72,11
ecclesiastical,20,14,13.79,4.32,11
economist,19,19,12.32,3.33,11
encoder,19,15,13,3.64,11
endow,20,18,13.17,3.49,11
enigmatic,21,14,14,2.77,11
escapee,19,19,10.58,3.44,11
expanse,19,17,11.94,4.64,11
fibrillation,19,12,14.58,5.6,11
fieldwork,20,20,10.8,3.12,11
fizzy,18,18,6.5,2.23,11
footlights,18,15,11.2,3.05,11
gazpacho,18,13,13.38,2.57,11
gonad,18,15,11.67,2.64,11
hanker,20,17,12.24,4.12,11
harmonic,18,18,11.89,2.61,11
heterosexuality,19,19,13.58,4.53,11
horsewhip,18,17,10,3.08,11
hypersensitive,20,20,13.6,3.47,11
immaturity,19,18,10.17,2.81,11
incorruptible,20,20,12.9,2.63,11
inhumanity,18,18,13.17,3.31,11
isosceles,18,15,12.47,2.23,11
jaybird,20,17,8.59,3.39,11
layoff,21,21,12.76,3.74,11
lentil,19,16,13.06,5.07,11
lolly,18,13,8,4.02,11
mange,18,16,12.25,3.64,11
mazurka,19,5,13.4,4.04,11
micromanage,20,18,15.83,3.63,11
milieu,20,9,16.67,3.04,11
miniscule,19,19,11.68,2.71,11
nightmarish,19,19,9.47,2.91,11
nightshirt,21,21,6.1,3.13,11
objectify,19,19,13.95,4.58,11
oppress,19,19,12.37,4.94,11
overachiever,19,19,11.63,3.92,11
overdrawn,21,21,13.67,3.75,11
pallbearer,18,13,9.62,3.52,11
personage,18,16,13.06,3.09,11
perspire,19,19,12.26,2.7,11
prankster,19,19,8.58,2.59,11
protectorate,21,13,13.69,4.46,11
quesadilla,18,15,11.2,4,11
rainwater,19,19,6.21,2.18,11
rectangle,20,20,5,1.34,11
redress,19,17,12.35,5.4,11
reformer,20,19,14.26,4.7,11
remuneration,18,14,15.79,2.26,11
reprobate,19,14,14.29,2.76,11
repute,18,16,12.38,2.99,11
reverent,19,16,11.5,3.29,11
romanticize,20,20,13,3.2,11
savory,18,18,13.78,3.56,11
sciatic,18,11,16.09,4.01,11
seaplane,19,15,11.47,3.48,11
sheepherder,21,21,9.1,3.21,11
simmering,19,19,10.26,3.07,11
skinless,20,20,9.8,2.65,11
skydive,18,18,8.78,2.29,11
slinger,20,19,12.53,3.36,11
sooth,18,16,9.44,3.22,11
sophomoric,19,14,13.07,2.62,11
southerner,19,19,9.68,3.18,11
specious,18,12,15.92,2.31,11
spiky,19,18,7.67,3.43,11
spoiler,21,20,10.3,3.23,11
stockyard,21,21,11.14,3.94,11
suspenseful,19,19,11.11,3.6,11
swath,18,13,13.38,4.33,11
systemic,20,19,14.26,4.01,11
toady,18,13,10.38,3.57,11
treed,37,21,12.43,4.41,11
tumultuous,18,16,14.19,3.69,11
unblemished,21,20,12.1,3.06,11
unburden,21,20,12.95,4.55,11
underwrite,19,17,12.24,2.91,11
uninvolved,20,19,10.95,2.3,11
unrestricted,21,21,11.62,3.81,11
virulent,20,11,16.09,3.42,11
woodpile,21,20,6.85,2.74,11
yaw,20,13,12.54,4.75,11
acrobatics,19,19,9,3.71,11
adventuress,19,18,10.44,4.33,11
airplay,20,15,12.93,3.06,11
alchemy,19,17,13.35,4.43,11
appraiser,19,19,13.05,3.67,11
assignation,19,15,12.93,3.77,11
blustery,19,18,9.39,3.68,11
boastful,18,18,9,3.07,11
brainchild,20,17,13.76,2.91,11
callus,19,17,9.88,3.31,11
camshaft,18,9,14.22,5.12,11
capitalization,19,19,8.53,4.88,11
centigrade,18,17,10.47,2.94,11
chagrin,22,16,13.38,3.74,11
chairmanship,19,19,12.21,3.28,11
choral,18,14,8.07,3.22,11
cistern,18,13,12,3.63,11
cogent,19,12,14.08,4.68,11
concurrent,19,18,12.72,2.82,11
conspirator,19,18,11.39,2.52,11
creepers,20,20,8.65,2.7,11
cryptography,19,16,14.5,2.37,11
decoupage,18,11,13.27,3.47,11
despot,19,14,13.5,4.57,11
dramatize,18,18,11.39,2.95,11
durability,19,19,10.05,3.72,11
electrolyte,19,19,13.63,2.52,11
encephalitis,18,13,16.85,3.16,11
enviable,18,17,12.53,2.76,11
etching,19,19,10.58,3.04,11
ethnicity,18,18,10.44,2.68,11
euthanize,19,18,13.28,4.64,11
evangelical,18,17,12.94,3.73,11
eviscerate,19,12,15,3.44,11
exclusivity,18,16,13.75,3.77,11
exude,20,20,13.3,2.7,11
ferment,20,20,13.2,3.66,11
filibuster,18,15,14.87,2.36,11
fishery,22,22,9.95,3.14,11
flatulent,19,18,11.22,3.34,11
floorshow,18,15,10.47,2.47,11
fluctuate,18,18,12.22,2.67,11
gamekeeper,18,16,10.94,3,11
gardenia,19,18,11.94,4.01,11
gastritis,19,15,17.53,4.21,11
gristle,18,16,11.44,3.93,11
habitation,20,20,10.65,2.83,11
harpsichord,18,14,12,2.77,11
henna,19,16,13.19,3.62,11
ileum,19,9,15.89,2.71,11
inclusive,18,18,11.89,3.2,11
infirmity,18,15,13,2.73,11
inky,18,17,9.29,3.98,11
irritability,18,18,11.72,3.41,11
jaundiced,19,16,13.69,4.05,11
kludge,18,3,18.67,2.52,11
legible,18,17,10,3.41,11
lumbago,19,11,15.27,3.32,11
mirth,19,15,12.07,3.47,11
nougat,18,14,9.07,3.25,11
octagon,19,19,8,2.96,11
officiate,20,18,14.56,2.96,11
osteopath,19,10,16.1,3.9,11
pachinko,19,5,17.2,7.53,11
paleface,18,18,11.28,3.91,11
parapsychology,18,12,16.33,4.05,11
passel,19,12,12.67,4.91,11
pectoral,19,18,12.89,3.74,11
permanence,18,16,12.19,4.46,11
popgun,19,16,8.75,3.28,11
proponent,18,15,12.4,2.8,11
quash,18,10,12.1,4.09,11
readership,18,15,10.6,3.04,11
rediscover,20,20,11.25,2.61,11
renege,19,12,13.33,4.23,11
replaceable,19,19,7.89,3.03,11
replication,18,18,12.61,2.45,11
resplendent,19,14,14.64,4.53,11
restorer,18,18,10.89,3.07,11
salesmanship,18,18,12.11,3.91,11
sandal,19,19,5.21,2.12,11
scabbard,18,11,14.09,2.55,11
sear,18,18,11.78,3.19,11
secrete,19,19,13,4.07,11
sequencer,18,13,13.08,3.4,11
shipboard,20,17,10.12,3.77,11
showstopper,18,17,12.06,3.29,11
soc,18,3,13,3.61,11
storyboard,18,15,11.6,3.14,11
superglue,19,19,7.21,2.51,11
superimpose,19,19,12.53,4.06,11
tailspin,19,19,9.05,2.78,11
terrestrial,20,19,12.21,2.84,11
thingamajig,18,17,7.24,2.73,11
undefended,18,17,11.41,3.24,11
underrate,19,19,13.21,3.49,11
unfairness,19,19,7.42,3.17,11
unicycle,20,19,7.26,2.6,11
unintelligent,18,18,10.72,3.18,11
unreturned,20,19,9,2.89,11
unscientific,20,20,11.75,3.6,11
utterance,18,15,13.47,3.14,11
votive,18,12,11.67,2.81,11
cecum,20,4,17.25,1.26,11
phenobarbital,21,10,17.9,3.07,11
prithee,19,10,15.3,2.5,11
splenic,20,5,16.2,2.77,11
sulphuric,20,16,13.06,3.02,11
tunny,19,4,12.5,3.7,11
hepatic,19,10,15.6,2.8,10
tansy,19,7,12.43,3.26,10
tinge,19,18,10.28,2.7,10
weightlessness,19,19,8.63,2.11,10
breadbasket,18,18,8.61,3.15,10
celadon,21,6,14.5,6.47,10
hewn,20,11,12.82,4.71,10
inexhaustible,20,19,11.63,3.06,10
languor,20,6,12.67,3.72,10
leavings,20,16,9.75,4.65,10
orchestral,18,17,11.12,3.62,10
westerner,19,18,9.17,2.96,10
abolition,18,18,13.28,3.41,10
acrophobia,19,16,14.38,4.5,10
algorithmic,20,16,15.31,3.68,10
allocation,19,19,12.42,4.27,10
appeasement,18,18,13.11,4.25,10
assimilation,18,15,15.07,3.79,10
broiler,19,19,9.63,2.79,10
chairwoman,19,19,12.95,4.56,10
chancy,20,13,11.77,2.86,10
cobweb,18,18,7.5,4.09,10
consign,18,18,13.28,4.34,10
consolidation,19,19,14.89,3.54,10
constancy,19,19,11.95,3.7,10
delft,19,11,14,5.87,10
disciplinarian,19,17,12.71,4.15,10
dogmatic,18,15,13.87,3.04,10
dollop,18,15,9.8,3.82,10
exponential,18,14,13.79,3.17,10
fairground,18,18,7.22,2.71,10
finicky,18,17,9.47,2.85,10
fizzle,19,18,8.56,3.73,10
gaseous,18,17,11.71,3.06,10
gingivitis,18,18,12.33,3.93,10
grandbaby,20,20,8.75,3.43,10
hemline,18,16,9.88,2.09,10
hibernate,19,19,8.37,3.09,10
homespun,19,17,14.29,4.09,10
hypotenuse,19,14,12.36,2.47,10
innovator,18,18,10.06,2.62,10
landline,22,22,10.14,2.7,10
lederhosen,18,13,11.38,3.38,10
lewdness,18,18,12.17,4.13,10
multitask,22,22,12.55,4.01,10
nickelodeon,18,18,8.78,4.77,10
nomenclature,19,12,14.25,2.77,10
overeager,18,17,10.24,3.29,10
pageantry,19,17,10.53,3.16,10
pageboy,20,14,12.86,3.08,10
perpendicular,18,18,11.33,2.28,10
pilaf,18,16,12.25,3.73,10
possessor,19,19,12.68,3.94,10
potpie,19,18,8.11,2.97,10
prednisone,18,12,17.17,2.48,10
preternatural,20,10,13.9,3.35,10
protease,18,11,14.36,5.07,10
proviso,18,13,14.46,3.64,10
puzzlement,19,19,11.37,4.35,10
quarterdeck,18,10,13.8,3.58,10
reddish,19,18,6.17,2.64,10
reenlist,19,18,11.5,2.33,10
ritualized,18,18,11.44,3.15,10
riverfront,19,19,9.47,3.39,10
seedless,19,19,7.11,2.08,10
shoal,19,15,13.07,3.45,10
spate,19,16,13.19,2.97,10
stereotypical,19,18,12.67,3.05,10
subtraction,18,18,6.28,0.89,10
succor,18,12,14.5,2.78,10
theorize,18,18,13.5,2.87,10
thorium,19,7,16.57,2.7,10
turnabout,19,19,13.89,4.27,10
unapproved,18,18,10,2.3,10
undefined,18,18,11.22,2.8,10
underdeveloped,18,18,11.39,2.79,10
unequal,19,19,9.26,2.75,10
unfastened,19,19,7.95,3.01,10
uninspiring,19,19,11.26,2.66,10
unintended,19,19,11.16,3.37,10
unshakable,18,18,11.56,3.87,10
untenable,19,11,15.45,4.25,10
utilitarian,19,18,15.5,3.81,10
ventilating,19,19,11.84,4.02,10
wheelman,18,14,12.79,4.21,10
wingspan,19,18,9.61,2.95,10
workbench,18,18,6.78,3.08,10
accompanist,18,18,12.78,2.8,10
aggrieved,19,16,12.38,3.01,10
allude,19,19,13.11,3.21,10
ambergris,19,6,17.5,2.07,10
anoint,18,16,9.25,2.79,10
applicator,20,19,10.74,3.65,10
arboretum,18,16,13.56,3.76,10
authoritative,19,18,11.72,3.2,10
backstairs,18,18,9.17,3.88,10
berserker,18,12,12.83,4.28,10
bigwig,19,19,8.95,1.75,10
biohazard,18,17,11.71,3.58,10
biped,18,16,12.62,3.93,10
birdbath,19,19,5.95,2.01,10
bivouac,18,5,14.8,3.7,10
blain,19,8,13.62,2.5,10
blotch,18,18,9.28,4.13,10
blotto,22,7,13,3.46,10
bluster,18,14,11.79,2.99,10
bounding,19,19,10.21,2.82,10
cablegram,18,11,13.27,2.83,10
caesarean,18,17,13.53,4.32,10
calfskin,19,15,12.67,2.44,10
canning,18,18,8.39,4.16,10
carbonate,20,20,11.7,3.85,10
catfight,19,19,9.47,3.72,10
causal,19,17,9.59,3.61,10
centimeter,18,18,8.56,2.2,10
cessation,18,16,15.38,3.24,10
chronicler,18,15,13.4,3.79,10
clad,19,18,10.17,3.15,10
clairvoyance,19,18,13.06,3.56,10
cloverleaf,18,17,6.35,2.03,10
codebook,22,22,11.23,3.38,10
collectible,19,19,8.32,2.98,10
contractual,19,17,13.12,5.22,10
convulsion,18,17,12,2.5,10
corneal,18,14,15.21,3.62,10
cortical,19,7,16.57,0.79,10
countable,18,18,8.72,2.76,10
countermeasure,18,18,14.94,2.6,10
crawlers,18,17,7.47,3.02,10
crinkle,18,18,8.5,3.19,10
culpable,38,28,15.61,3.12,10
curvy,18,18,9.22,3.95,10
deadhead,18,15,12.87,4.17,10
deathtrap,18,18,10.94,3.33,10
debug,18,18,13.17,3.82,10
decibel,20,20,12.3,3.76,10
denture,19,19,10.16,3.64,10
discoverer,18,18,8.11,1.75,10
dislocate,22,22,10.95,3.93,10
disparity,18,16,12.5,3.71,10
dram,18,15,13.13,4.31,10
efficacious,18,11,16.36,3.01,10
encompass,19,19,11.89,3.54,10
ensuing,18,18,12.72,3.37,10
entendre,18,13,14.85,2.61,10
ephemeral,18,15,14.47,3.54,10
epidermal,18,17,12.12,3.02,10
equalize,18,18,10.06,3.04,10
evergreen,21,21,8.95,3.11,10
excavate,18,15,10.8,3.3,10
existentialism,19,17,16.41,2.06,10
explainable,18,18,12.06,2.9,10
extortionist,19,18,14.67,3.43,10
falsehood,18,18,11.94,3.67,10
feathery,19,19,8.42,2.69,10
finagle,19,14,12.21,2.26,10
freemason,19,18,15,3.29,10
frontage,18,13,11.23,3.56,10
genial,20,17,12.53,3.2,10
goiter,19,12,16,3.72,10
grandmamma,19,19,3.11,1.88,10
grouper,18,15,12.93,3.61,10
habitable,19,18,12.17,2.53,10
hailstorm,19,19,8.16,2.27,10
handbill,18,14,12.21,3.49,10
handlebar,19,19,6.26,2.31,10
handmaiden,19,15,9.93,2.81,10
healthful,18,18,10.11,3.05,10
homunculus,18,9,13.33,4.24,10
honeybunch,20,19,9.74,2.86,10
husbandry,18,18,13,4,10
hydrothermal,20,19,14,4.06,10
impairment,19,19,11.63,3.56,10
ineligible,18,18,11.94,2.55,10
ingratiate,18,11,13.73,3.07,10
innumerable,19,17,11.82,3.26,10
instinctual,19,19,12.21,4.06,10
instrumentation,19,19,13.05,4.4,10
intrinsic,18,13,15.54,3.15,10
jigger,19,13,12.08,3.57,10
jillion,19,14,9.14,3.98,10
languid,18,13,15.54,5.36,10
legalese,19,14,14.79,4.41,10
leggy,18,18,11.28,2.74,10
lineman,18,16,11.44,4.6,10
looter,18,17,12.47,2.74,10
malign,18,18,13.67,4.37,10
manatee,19,18,10.56,3.82,10
melodic,19,19,9.79,2.39,10
metaphysics,18,16,14.88,4,10
methyl,19,17,14.24,2.68,10
midsize,18,18,9.72,3.36,10
misadventure,19,18,9.56,2.89,10
misogynistic,18,15,15.13,3.6,10
misspent,18,17,11.24,2.97,10
obsequious,18,11,15.09,2.59,10
overanxious,19,19,12.89,3.25,10
panache,18,13,12.92,3.9,10
paramecium,18,13,14.31,2.84,10
parapet,19,12,12.42,3.75,10
pent,18,15,12,2.78,10
persuader,19,19,11.89,3.71,10
pinstripe,19,19,9.89,2.21,10
piquant,18,11,15,4.49,10
pith,19,16,12.94,4.54,10
popinjay,18,3,11.67,2.89,10
propagation,18,14,13,3.09,10
propensity,19,16,15.56,2.34,10
protester,18,18,11.06,3.06,10
rambler,18,16,11.44,2.94,10
reformation,18,18,12.17,3.09,10
refried,18,17,8.65,2.64,10
refrigerate,18,18,5.72,2.22,10
reheat,18,17,7.82,3.41,10
rosin,19,9,13.44,5.39,10
runoff,18,18,10.28,4.24,10
salacious,19,12,13.92,4.01,10
saturate,19,19,12.84,2.41,10
sealer,18,17,10.12,2.76,10
shortbread,19,18,8.78,3.23,10
silverback,19,15,11.73,4.88,10
skilful,19,18,10.06,4.24,10
sloop,20,15,11.07,3.22,10
snobbery,19,17,10.88,2.34,10
solidify,19,19,11.26,3.3,10
spillway,18,14,11.21,3.45,10
stiffen,19,19,10.32,2.52,10
striper,18,13,9.08,2.63,10
sunbathe,19,19,8.47,2.59,10
swampy,19,19,7.84,2.69,10
talentless,19,19,9.68,3.06,10
tectonic,18,13,11.46,3.55,10
thingamabob,19,18,5.72,2.22,10
titular,18,12,14.33,2.42,10
topsoil,18,18,9.61,4.69,10
tortellini,19,19,12.32,6.19,10
toughie,19,18,9.11,3.29,10
traumatize,19,19,11.74,3.19,10
trebuchet,19,11,15.45,5.54,10
tutelage,37,23,14.22,2.56,10
unaccustomed,18,18,11,3.18,10
underdressed,37,36,10.14,3.49,10
unemotional,18,18,9.83,2.57,10
unmentionable,18,18,11.17,2.38,10
vex,18,15,14.4,2.8,10
warble,18,11,10.91,5.2,10
wellbeing,19,19,11.63,4.49,10
wheelhouse,37,28,12.57,3.14,10
windowless,19,18,8.61,3.42,10
woofer,19,17,13.59,3.47,10
wraith,20,16,13.06,3.07,10
wrangler,18,18,10.33,3.73,10
wry,18,15,13.4,3.96,10
yardarm,19,8,15,4.21,10
acidity,18,18,12.78,2.88,10
aggregate,21,18,13.67,4.56,10
alpaca,20,16,10.81,2.99,10
anticlimactic,20,18,14.17,4.76,10
antimatter,20,19,14.84,4.36,10
appraise,21,21,14.52,3.33,10
arbiter,18,12,16.42,3.45,10
aspirate,18,17,14.41,2.45,10
astigmatism,20,17,13.53,5.4,10
banishment,20,20,10.5,3.09,10
basilisk,20,11,14.09,2.91,10
beanpole,19,18,7,2.74,10
beckon,19,19,11.11,3.05,10
behemoth,18,18,12.22,4.48,10
benchwarmer,18,18,10.22,2.78,10
bequest,18,17,14.82,3.4,10
bevy,21,12,13.5,4.76,10
bigoted,20,20,12.75,3.23,10
bocce,19,11,12.82,3.68,10
bodywork,19,19,12.26,3.54,10
breaststroke,20,20,9.95,3.09,10
bricklayer,21,20,9.5,2.87,10
calamine,18,16,8.19,3.92,10
cardamom,19,9,14.89,4.65,10
cartography,21,16,12.75,2.86,10
chaw,21,9,12.11,5.71,10
childproof,19,19,7.95,3.12,10
chon,21,5,17.6,4.51,10
chronology,20,18,12.83,2.55,10
cleave,19,16,13.31,3.59,10
codger,19,13,11.92,5.79,10
coexistence,19,18,12.78,3.25,10
cohort,21,19,15.21,3.57,10
coincident,21,18,11.17,2.57,10
coloration,18,17,11.18,4.29,10
combatant,19,18,11.89,2.99,10
comprehensible,18,18,11.22,2.1,10
confluence,20,16,15.88,2.7,10
conjugate,19,18,12.5,2.68,10
consonant,19,17,8.82,2.96,10
corrosion,19,19,9.47,2.87,10
corrugated,20,18,11.72,2.91,10
cowbell,19,19,7.42,2.85,10
cuttlefish,20,16,12.88,4.19,10
daffodil,19,19,5.63,1.86,10
deconstruction,19,19,13.16,3.52,10
demerit,21,17,11.71,3.39,10
detestable,19,19,13,2.71,10
differing,20,20,11.1,2.88,10
dimpled,19,18,10,2.79,10
discotheque,19,10,14.8,4.1,10
duplicitous,20,18,13.83,2.9,10
eatery,18,18,10.61,3.09,10
eclair,19,17,10.76,3.61,10
effervescent,20,19,14.63,2.81,10
egress,19,13,17.46,4.14,10
emergence,20,19,10.47,3.29,10
engraver,19,19,10.11,2.05,10
ensue,20,18,12.11,2.99,10
environs,20,15,13.87,2.75,10
estrangement,20,18,14.83,2.23,10
etch,18,18,8.06,2.67,10
ethylene,19,15,15.87,4.26,10
exhibitionist,19,19,15,1.94,10
expediency,20,17,13.47,3.74,10
extrasensory,21,19,12.79,3.77,10
faithfulness,18,18,10.83,2.98,10
fantail,19,10,14.7,2.58,10
ferocity,20,17,12.24,3.23,10
fingertip,19,19,6,2.77,10
fireplug,21,15,8.73,3.17,10
firma,20,12,14.5,3.58,10
flapper,19,17,10.47,3.24,10
flout,19,12,14.5,5.13,10
forfeiture,19,17,13.18,3.54,10
froth,18,18,12.56,3.24,10
fuckwit,21,9,15.89,4.34,10
fulcrum,20,14,13.21,2.97,10
gamy,18,11,12.55,3.53,10
graciousness,20,20,11.25,3.68,10
grainy,18,18,11.11,3.91,10
graveling,19,15,10.73,3.35,10
grenadine,19,18,14,4.99,10
guardroom,21,21,12.24,3.3,10
gunship,19,19,9.79,3.47,10
heavyset,19,19,8.16,2.69,10
heft,20,17,12.88,3.6,10
horseflesh,20,17,12,3.32,10
iambic,20,15,14.67,2.13,10
idiosyncrasy,19,15,14.07,2.84,10
inboard,19,16,10.44,3.08,10
incise,21,13,13.77,3.92,10
indomitable,19,15,14.33,3.24,10
interloper,19,14,14,3.59,10
intonation,21,17,12.24,3.23,10
irrepressible,18,18,12.22,2.32,10
landlocked,18,16,11,3.1,10
linseed,20,17,15.06,3.36,10
maidenhead,19,13,13.08,3.68,10
mainline,18,17,10.94,3.05,10
maladjusted,19,18,14.06,4.45,10
malcontent,20,18,14.33,3.38,10
masturbator,19,19,13.68,3.06,10
nondescript,19,18,12.17,3.2,10
nymphomania,20,19,17.16,3.8,10
overdramatic,20,20,11.4,2.93,10
penultimate,18,9,15.89,4.76,10
peritoneum,19,13,14.69,4.8,10
piker,19,12,12.33,1.83,10
podiatrist,19,18,15.5,4.11,10
praetorian,20,14,15.14,3.82,10
progenitor,19,11,15.27,4.1,10
psychotropic,19,17,15.76,2.66,10
pubescent,18,17,14,2.57,10
purveyor,19,14,13.36,2.98,10
rants,19,19,11,2.85,10
redeye,21,21,10.38,3.79,10
redistribution,19,19,12.47,3.95,10
regale,21,14,12.57,2.17,10
rehire,19,19,12.37,3.82,10
roadwork,18,18,7.56,3.03,10
saltine,18,18,7.22,3,10
scavenge,19,19,10.63,3.25,10
schnauzer,19,14,11,4.15,10
seafaring,18,16,11.5,2.97,10
sequential,20,20,10.5,2.59,10
shelve,21,21,6.38,2.01,10
sketchbook,21,21,7.52,3.2,10
sleuth,19,17,10.82,3.3,10
spinnaker,20,10,13.3,4.03,10
spoilsport,21,18,8.06,4.28,10
stuffer,21,19,10.68,2.91,10
subsidized,19,19,14.84,3.76,10
swaddling,20,18,10.89,5.35,10
tannery,18,15,13.4,3.38,10
thyme,21,19,12.42,5.21,10
tirade,19,19,12.58,2.89,10
touchstone,19,16,14.5,3.5,10
transducer,19,15,14.13,4.36,10
unknowable,20,20,9.8,3.59,10
unmentionables,21,20,13.15,3.48,10
unoriginal,21,20,10.95,2.46,10
varlet,18,8,13.62,2.56,10
victimization,19,18,13.44,3.55,10
villager,19,19,8.26,3.43,10
visage,19,19,13,2.87,10
wagonload,20,18,8.78,1.86,10
whop,19,15,9,3.34,10
wifely,20,17,11.41,3.79,10
zany,21,18,10.56,4.08,10
adverb,22,22,8.14,1.96,10
airforce,18,18,6.83,2.81,10
amoral,20,20,11.7,3.29,10
amputee,19,18,11,3.03,10
aster,19,12,13,5.19,10
banality,19,14,11.86,4.35,10
beguile,19,17,12.88,2.78,10
biodegradable,19,18,12.33,3.27,10
brawler,19,18,11.78,3.87,10
bushwhack,19,19,12.21,4.42,10
circumspect,19,13,14.15,2.19,10
clunker,19,19,9.37,3.06,10
consummation,22,20,13.65,3.38,10
corruptible,18,18,12.28,3.56,10
crackdown,18,18,11.33,3.8,10
cruller,18,8,11.62,3.25,10
curare,18,3,15.67,2.52,10
despairing,19,19,12.79,3.1,10
dogwood,19,16,11.38,4.3,10
drippy,18,18,6.78,2.78,10
eccentricity,19,19,13.74,3.23,10
electrostatic,18,18,12.78,3.12,10
embarkation,18,16,14.62,2.96,10
exalt,18,16,12.62,3.95,10
farmyard,19,19,6,2.47,10
febrile,19,7,17,3.79,10
feedbag,18,17,9.06,4.07,10
feudal,18,15,11.93,2.74,10
fibula,18,17,13.24,4.75,10
flytrap,18,17,6.18,2.04,10
fracas,19,11,14,5.92,10
grower,19,17,7.53,2.7,10
halloo,18,3,11.33,4.04,10
hamstring,19,19,9.74,3.23,10
haphazard,18,17,11.06,2.59,10
hessian,18,10,13.3,2.41,10
holdout,18,17,9.94,2.95,10
honeybee,18,18,6.22,1.99,10
humorless,20,20,11.15,4.72,10
iconic,19,18,12.22,2.9,10
incarcerate,19,18,11.94,2.9,10
inclusion,18,17,12.18,4.86,10
indisputable,19,19,12.47,4.72,10
ineffable,18,12,11.5,3.94,10
instigate,20,18,12.44,3.05,10
ionosphere,18,17,14.53,3.02,10
journo,18,8,14.75,4.62,10
judgeship,20,14,12.79,2.99,10
jurisdictional,18,18,14.06,3.21,10
keystroke,18,17,11.35,3.16,10
laminate,19,19,11.05,3.12,10
letch,18,11,12.82,3.54,10
linkup,19,16,11.75,4.01,10
liquefy,18,18,12.06,3,10
mainlander,20,19,10.84,2.06,10
manipulator,19,18,11.33,3.11,10
metronome,19,17,11.06,2.86,10
misstep,20,18,12.67,2.3,10
municipality,19,19,13.05,2.7,10
neuralgia,19,14,16.5,2.88,10
ornate,19,18,10.22,3.04,10
pictorial,19,19,12.89,3.71,10
poetess,18,17,13.29,3.37,10
preservative,19,19,10.74,2.26,10
purifier,18,18,10.22,3.62,10
rationality,20,20,11.65,3.18,10
redness,18,18,6.17,2.23,10
romanticism,18,17,13.29,2.76,10
sashay,18,17,11.35,3.66,10
scrapper,18,18,10.72,3.8,10
seaworthy,19,19,10.05,3.44,10
shaven,18,18,8.39,2.79,10
silica,18,14,15.86,4.07,10
simpleminded,20,20,12.45,3.46,10
snoot,19,16,11.75,3.47,10
socialization,18,18,12.83,3.67,10
soloist,19,19,10.05,3.32,10
sulky,20,18,9.06,3.33,10
symbiosis,19,15,14.67,2.38,10
telemarketer,20,20,12.2,4.55,10
