Word,Pron,NMorph,POS,I_Mean_RT,I_Zscore,I_SD,Obs,I_Mean_Accuracy,I_NMG_Mean_RT,I_NMG_Zscore,I_NMG_SD,I_NMG_Obs,I_NMG_Mean_Accuracy
accorded,"@.k""Or4.@d",3,VB,763.74,0.01,319.68,31,0.97,681.71,-0.3,152.98,28,1
according,"@.k""Or4.IN",3,VB|NN,707.18,-0.45,303.17,33,1,623.39,-0.58,139.51,28,1
accordingly,"@.k""Or4.IN.li",4,RB,736.58,-0.18,306.32,33,0.97,649.22,-0.24,115.69,27,1
accordion,"@.k""Or.4i@n",1,NN,930.2,0.4,306.87,25,0.76,766.15,0.4,228.79,27,1
accords,"@.k""Ordz",3,NN|VB,680.44,-0.34,202.43,34,1,644.3,-0.45,165.78,27,1
accost,"@.k""Ost",1,VB,806.81,0.11,309.77,26,0.76,712.12,-0.17,156.39,25,0.89
accosted,"@.k""Ost.@d",2,VB,796.65,0.26,324.27,20,0.59,779.05,0.15,259.4,22,0.85
accosting,"@.k""Ost.IN",2,VB|NN,838.54,0.24,261.31,24,0.73,812.72,0.27,205.88,25,0.89
account,"@.k""aUnt",1,NN|VB,619.38,-0.68,162.14,34,1,605.89,-0.57,133.71,28,0.97
accountable,"@.k""aUn4.@.bl=",2,JJ,729.33,-0.19,243.87,33,0.97,683.48,-0.12,126.88,27,0.96
accountant,"@.k""aUnt.n=t",2,NN,817.19,0.05,386.31,32,0.94,677.12,-0.02,158.06,26,1
accountability,"@.k%aUn4.@.b""Il.@.4i",3,NN,821.21,0.17,287.15,34,1,673.85,-0.26,147.8,27,0.96
accountants,"@.k""aUnt.n=ts",3,NN,742.86,-0.22,206.57,35,1,721.92,-0.24,222,24,0.96
accounted,"@.k""aUn4.@d",2,VB,664.83,-0.43,185.4,35,1,636.37,-0.39,175.82,27,1
accounting,"@.k""aUn4.IN",2,NN|VB,632.09,-0.43,119.87,34,1,681.73,-0.3,157.4,26,1
accounts,"@.k""aUnts",2,NN|VB,644.92,-0.6,222.78,36,1,633.19,-0.48,176.63,27,0.96
accredit,"@.kr""E.4@t",2,VB,839.71,0.3,406.21,24,0.71,697.28,-0.04,116.42,25,0.96
accreditation,"@.kr%E.4@t.""e.Sn=",4,NN,975,0.61,327.95,31,0.97,775.63,0.44,135.34,16,0.76
accredited,"@.kr""E.4@4.@d",3,VB,773.91,0.07,345.52,32,0.97,808.74,0.26,271.74,27,1
accrue,"@.kr""u",1,VB,704.89,-0.07,186.64,19,0.56,702.65,-0.06,174.56,20,0.74
accrued,"@.kr""ud",2,VB,851.08,0.21,322.62,24,0.73,696.42,0.03,130.43,19,0.7
accrues,"@.kr""uz",2,VB,917.33,0.39,488.23,15,0.45,802.62,0.29,325.97,21,0.78
accruing,"@.kr""u.IN",2,VB|NN,897.14,0.42,270.69,21,0.64,770.25,0.12,224.6,20,0.8
acculturated,"@.k""Vl.tSu.r%e4.@d",4,VB|JJ,1061.47,1.13,405.72,19,0.76,1072.47,1.32,323.51,17,0.74
acculturation,"@.k%Vl.tSu.r""e.Sn=",4,NN,1047.95,0.79,285.38,19,0.68,833.91,1.07,144.07,11,0.58
accumulate,"@.kj""u.mj@.let",3,VB,734.09,-0.24,285.07,34,1,763.79,0.03,200.69,28,1
accumulates,"@.kj""u.mj@.lets",4,VB,749.78,-0.2,223.88,32,0.97,807.96,0.32,187.71,24,0.96
ached,"""ekt",2,VB,797.04,0.04,303.88,28,0.88,657.19,-0.22,188.02,27,0.96
aches,"""eks",2,NN|VB,683.77,-0.33,313.22,31,0.91,738.55,-0.07,231.87,22,0.85
accumulated,"@.kj""u.mj@.l%e4.@d",4,VB,748.26,-0.13,218.34,34,1,899.12,0.45,333.78,25,0.96
accumulating,"@.kj""u.mj@.l%e4.IN",4,VB,776.41,-0.05,310.74,34,1,840.82,0.46,319.42,28,1
achieve,"@.tS""iv",1,VB,702.82,-0.49,264.47,33,0.97,651.17,-0.3,205.83,24,1
achieved,"@.tS""ivd",2,VB|JJ,700.09,-0.32,276.35,32,0.97,657.04,-0.28,139.93,26,1
accumulation,"@.kj%u.mj@.l""e.Sn=",4,NN,859.88,0.03,346.8,33,0.97,848.3,0.44,278.9,27,1
accuracy,"""a.kj@.r@.si",2,NN,615.97,-0.61,187.05,33,1,610.08,-0.59,116.53,26,0.96
accurate,"""a.kj@.r@t",2,JJ,728.24,-0.22,286.27,33,1,669.56,-0.28,172,27,1
accurately,"""a.kj@.r@t.li",3,RB,807.22,-0.01,407.42,32,0.94,672.46,-0.28,196.17,28,1
accurst,"@.k""3`st",3,JJ,914.9,0.26,388.72,10,0.29,799.47,0.18,296.24,19,0.76
accusation,"%a.kj@z.""e.Sn=",2,NN,819.06,0.16,215.34,32,0.97,770.56,0.24,189.81,27,1
accusations,"%a.kj@z.""e.Sn=z",3,NN,763.73,-0.06,301.82,30,0.91,819.93,0.35,206.58,27,0.96
accusative,"@.kj""uz.@.4Iv",2,JJ|NN,1071.37,0.83,536.54,19,0.63,974.12,0.94,324.28,17,0.77
accuse,"@.kj""uz",1,VB,626.36,-0.52,180.47,33,1,635.12,-0.45,121.89,26,0.96
accused,"@.kj""uzd",2,VB|NN|JJ,659.03,-0.49,199.92,33,0.97,624.14,-0.53,109.24,22,0.96
accuses,"@.kj""uz.@z",2,VB,758.7,-0.11,217.71,30,0.94,688.36,-0.05,138.23,22,0.96
accusing,"@.kj""uz.IN",2,VB|JJ,743.55,-0.17,271.41,33,1,640.52,-0.38,146.27,27,0.96
accusingly,"@.kj""uz.IN.li",3,RB,809.74,0.14,257.77,31,0.94,803.43,0.21,249.18,28,0.97
accustom,"@.k""V.st@m",2,VB,751.48,0.01,204.72,25,0.83,721.96,-0.01,146.96,28,1
acolyte,"""a.k@.laIt",1,NN,731.18,0.05,143.32,11,0.35,822.86,0.72,185.5,14,0.54
acorn,"""e.kOrn",1,NN,721.96,-0.24,232.61,27,0.79,616.71,-0.35,114.86,24,0.89
accustomed,"@.k""V.st@md",3,VB|JJ,735.72,-0.17,168.83,32,1,744.65,0.06,197.01,26,0.93
ace,"""es",1,NN,579.03,-0.61,126.87,34,1,627.65,-0.52,168.7,26,1
acerbic,"@.s""3`.bIk",2,JJ,829.89,0.54,268.01,9,0.28,1056.73,1.48,326.67,11,0.58
aces,"""es.@z",2,NN,768.94,-0.08,310,31,0.91,673.92,-0.22,190,26,1
acetate,"""a.s@.tet",1,NN,856.65,0.42,251.46,26,0.76,845.95,0.69,180.03,22,0.92
acetone,"""a.sI.t%on",1,NN,793.04,0.04,249.36,24,0.73,874.67,0.61,315.14,24,0.89
acetylene,"@.s""E.4@.lin",1,NN,1084,0.8,366.87,17,0.52,1031,1.14,345.19,7,0.5
ache,"""ek",1,VB|NN,631.66,-0.5,163.52,29,0.91,663.5,-0.42,131.31,28,1
achievement,"@.tS""iv.m@nt",2,NN,746.68,-0.21,308.75,34,1,716.8,-0.03,166.51,25,1
achievements,"@.tS""iv.m@nts",3,NN,700.36,-0.22,171.26,33,1,660.56,-0.25,104.34,25,1
achieves,"@.tS""ivz",2,VB,757.23,-0.07,299.65,31,0.91,697.17,-0.13,197.55,24,0.92
achieving,"@.tS""iv.IN",2,VB|NN,657.17,-0.27,221,30,0.94,680.16,-0.24,187.07,25,1
Achilles,"@.k""I.liz",1,NN,751.19,0.16,172.15,26,0.81,805.38,0.46,163.5,16,0.73
aching,"""ek.IN",2,VB,799.6,-0.11,362.43,30,0.91,718.52,-0.2,301.09,25,0.96
acid,"""a.s@d",1,NN|JJ,615.69,-0.57,223.81,32,0.97,590.85,-0.6,151.54,27,1
acidic,"@.s""I4.Ik",2,JJ,753.85,-0.02,127.23,26,0.76,890.08,0.6,234.74,25,1
acidity,"@.s""I4.@.4i",2,NN,738.67,-0.09,232.28,27,0.82,785,0.12,183.14,25,0.96
acids,"""a.s@dz",2,NN,636.75,-0.42,196.23,32,0.91,628.59,-0.32,136.47,27,1
acknowledges,"@k.n""A.lIdZ.@z",4,VB,951.52,0.61,340.44,33,0.94,777.19,0.13,223.69,26,1
acme,"""ak.mi",1,NN,772,-0.22,335.82,28,0.85,810.15,0.09,277.12,26,0.96
acne,"""ak.ni",1,NN,627.94,-0.55,142.24,32,0.94,656.52,-0.27,125.96,27,1
acknowledge,"@k.n""A.lIdZ",3,VB,771.38,-0.15,396.39,32,0.97,645.46,-0.42,125.53,28,1
acknowledged,"@k.n""A.lIdZd",4,VB|JJ,810.85,0.09,278.23,34,1,656.5,-0.39,225.61,28,1
acknowledgement,"@k.n""A.lIdZ.m@nt",4,NN,735.76,0.1,230.55,29,0.88,729.79,0.09,159.84,28,1
acknowledging,"@k.n""A.lIdZ.IN",4,VB,857.81,0.24,331.74,32,0.97,718.93,-0.13,276.03,27,1
acknowledgment,"@k.n""A.lIdZ.m@nt",4,NN,850.67,0.28,361.37,33,1,774,-0.02,218.63,27,1
acknowledgments,"@k.n""A.lIdZ.m@nts",5,NN,917.36,0.29,415.6,28,0.9,733.54,0.03,140.84,28,1
acoustically,"@.k""u.stIk.li",4,RB,988.35,0.66,411.05,26,0.87,850.74,0.6,187.91,23,0.92
acquaint,"@.kw""ent",1,VB,858.73,0.09,286.94,30,0.94,806.52,0.26,254.48,25,0.96
acquaintance,"@.kw""ent.n=s",2,NN,807.45,0.08,264.89,31,1,763.31,-0.01,192.5,29,1
acquainted,"@.kw""en4.@d",2,VB,796.61,-0.03,379.64,33,0.97,690.32,-0.18,166.01,28,1
acquiesce,"%a.kwi.""Es",1,VB,881.84,0.52,224.3,19,0.59,762.67,0.51,138.51,12,0.52
acquiesced,"%a.kwi.""Est",2,VB,934.5,0.61,337.45,12,0.4,783.64,0.67,389.18,11,0.48
acquiescence,"%a.kwi.""Es.n=s",2,NN,927.75,0.51,304.04,24,0.75,893.2,0.73,289.48,15,0.88
acquiescent,"%a.kwi.""Es.n=t",2,JJ,714,-0.01,200.33,17,0.57,982.93,0.93,353.19,15,0.71
acquire,"@.kw""aIr",2,VB,673.94,-0.3,219.41,33,0.94,639.44,-0.37,136.07,27,0.96
acquired,"@.kw""aIrd",3,VB,710,-0.18,252.3,32,0.97,590.46,-0.54,106.71,26,1
acquires,"@.kw""aIrz",3,VB,748.42,-0.3,252.53,33,0.97,793.52,0.11,237.26,27,1
acquiring,"@.kw""aIr.IN",3,VB,731.74,-0.15,154.27,31,0.91,678.86,-0.24,115.81,28,1
acrylic,"@.kr""I.lIk",1,NN|JJ,782.81,0.04,255.78,32,0.97,735.12,0.15,210.43,26,1
act,"""akt",1,NN|VB,635.18,-0.56,284.1,33,1,626.69,-0.43,279.57,26,1
acquisition,"%a.kw@.z""I.Sn=",3,NN,785.59,0,206.61,32,0.94,789.55,0.33,161.43,22,0.92
acquisitions,"%a.kw@.z""I.Sn=z",4,NN,779.12,0.13,252.61,33,0.97,781.38,0.24,157.32,24,0.96
acquisitive,"@.kw""I.z@.4Iv",3,JJ,908.64,0.59,317.37,28,0.93,880.65,0.68,253.16,17,0.77
acquit,"@.kw""It",2,VB,832.44,0.28,279.25,25,0.86,767.15,0.11,296.24,27,1
acquittal,"@.kw""I4.l=",3,NN,905.54,0.39,321.68,26,0.81,812.38,0.23,222.26,21,0.88
acquitted,"@.kw""I4.@d",3,VB,809.97,0.21,305.84,34,1,667.63,-0.33,131.66,24,0.92
acre,"""e.k@`",1,NN,723,-0.2,183.57,32,0.97,751.5,0.09,193.65,26,0.96
acquisitiveness,"@.kw""I.z@.4Iv.n@s",4,NN,1216.81,0.92,487.33,16,0.64,962.82,1.66,195.12,11,0.61
acreage,"""e.k@`.IdZ",2,NN,1018,1.15,420.15,6,0.19,831.14,0.84,117.64,14,0.56
acres,"""e.k@`z",2,NN,679.03,-0.29,172.46,33,0.97,661.93,-0.24,110.72,29,1
acrid,"""a.krId",1,JJ,762.29,0.17,290.2,17,0.52,753.23,0.12,178.9,22,0.81
acrimonious,"%a.kr@.m""o.ni@s",2,JJ,1115.45,0.97,426.13,11,0.33,927.65,0.97,299.46,17,0.77
acrimony,"""a.kr@.m%o.ni",1,NN,784.5,0.21,222.5,12,0.36,913.71,0.71,365.01,17,0.68
acrobat,"""a.kr@.bat",1,NN,755.88,-0.16,293.13,33,0.97,661.29,-0.32,125.14,28,1
acrobatic,"%a.kr@.b""a4.Ik",2,JJ,832.78,0.21,313.76,32,0.97,784.96,0.14,202.16,24,0.92
acrobatics,"%a.kr@.b""a4.Iks",2,NN,958.93,0.49,436.04,30,0.94,765.48,0.09,217.72,25,0.89
acrobats,"""a.kr@.bats",2,NN,715.18,-0.18,234.64,33,1,678.18,-0.33,148.57,28,1
acronym,"""a.kr@.nIm",2,NN,831.33,0.26,248.16,27,0.79,738.04,-0.04,183.59,25,0.93
Acropolis,"@.kr""A.p@.lIs",1,NN,905,0.31,320.57,25,0.78,920.07,0.66,265.23,15,0.68
across,"@.kr""Os",1,minor,589.47,-0.58,196.12,34,1,590.75,-0.56,139.92,28,1
acted,"""akt.@d",2,VB,652.76,-0.47,201.46,33,0.97,590.24,-0.73,204.55,25,0.96
acting,"""akt.IN",2,VB|NN,584.81,-0.72,140.15,32,0.97,591.96,-0.58,105.04,27,1
action,"""ak.Sn=",2,NN,566.73,-0.79,147.1,33,1,575.89,-0.73,174.48,27,1
actions,"""ak.Sn=z",3,NN,643.75,-0.53,260.29,32,1,642.88,-0.49,129.67,26,1
activate,"""akt.@v.et",3,VB,657.35,-0.45,195.9,34,0.97,688.25,-0.35,233.51,28,1
activated,"""akt.@v.%e4.@d",4,VB,752.13,-0.23,368.86,32,1,676,-0.31,165.61,28,1
activating,"""akt.@v.%e4.IN",4,VB,700.47,-0.32,202.58,34,0.94,703.48,-0.16,173.22,27,1
activation,"%akt.@v.""e.Sn=",4,NN,806.54,0.19,288.92,35,1,650.29,-0.34,161.24,28,1
active,"""akt.Iv",2,JJ,632.74,-0.59,216.67,35,1,558.29,-0.78,113.87,24,0.96
actively,"""akt.Iv.li",3,RB,703.78,-0.3,224.93,32,0.94,672.43,-0.21,169.85,28,1
activism,"""akt.@v.%I.zm=",3,NN,653.09,-0.4,209.95,33,0.97,664.38,-0.28,164.46,26,0.93
activist,"""akt.@v.Ist",3,NN,697.69,-0.24,243.33,32,1,605.59,-0.49,127.77,29,1
activities,"akt.""Iv.@.4iz",4,NN,713.27,-0.3,362.61,30,0.91,667.65,-0.29,162.97,26,0.96
activity,"akt.""Iv.@.4i",3,NN,714.84,-0.37,283.83,31,1,633.08,-0.49,141.3,26,1
actor,"""akt.@`",2,NN,539.97,-0.83,144.54,33,0.97,555.71,-0.74,103.09,28,1
actors,"""akt.@`z",3,NN,647.87,-0.45,248.86,31,0.94,607.7,-0.47,109.14,27,1
actor's,"""akt@`z",NULL,NULL,588.29,-0.66,164.54,34,1,590.67,-0.58,100.32,27,1
actress,"""ak.tr@s",2,NN,687.53,-0.49,254.19,34,1,611.85,-0.56,99.38,27,0.96
actresses,"""ak.tr@s.@z",3,NN,860.76,0.24,233.95,33,0.97,718.44,-0.17,165.71,25,1
acts,"""akts",2,NN|VB,590.34,-0.64,228.74,35,1,600.22,-0.59,76.93,27,0.96
actual,"""ak.tSu@l",2,JJ|NN,623.32,-0.63,206.76,34,0.97,545.71,-0.75,90.13,28,1
actualities,"%ak.tSu.""al.@.4iz",4,NN,833.86,0.15,437,28,0.85,804.61,0.24,244.45,23,0.85
actuality,"%ak.tSu.""al.@.4i",3,NN,829,0.05,314.57,34,1,718.81,-0.14,325.24,21,0.88
actually,"""ak.tSu@l.i",3,RB,648.62,-0.43,257.42,34,1,612.33,-0.55,108.85,27,1
actuary,"""ak.tSu.%E.ri",2,NN,711.67,0.08,234.1,18,0.55,926.46,0.62,387.87,24,0.92
acuity,"@.kj""u@.4i",1,NN,862.47,0.22,316.5,15,0.56,890.79,0.62,267.14,19,0.73
acupuncture,"""a.kj@.p%VNk.tS@`",2,NN,853.2,0.32,361.82,30,0.91,812.89,0.32,209.93,27,0.96
acute,"@.kj""ut",1,JJ|NN,649.53,-0.45,235.96,34,1,709.07,-0.17,290.06,27,0.96
acutely,"@.kj""ut.li",2,RB,818.93,0.22,321.29,30,0.91,728.73,-0.02,205.35,26,1
acuteness,"@.kj""ut.n@s",2,RB,874.47,0.32,325.4,32,0.94,755.96,0.34,175.87,25,1
ad,"""ad",1,NN|minor,740.94,-0.3,300.43,33,0.94,626.38,-0.53,242.63,26,1
Ada,"""e.4@",1,NN,882.82,0.46,319.06,17,0.49,824.05,0.2,306.59,19,0.7
adage,"""a.4@dZ",1,NN,769.85,0.38,209.04,13,0.41,712.38,-0.03,193.48,16,0.59
Adam,"""a.4@m",1,NN|RB,602.12,-0.58,150.23,33,0.94,635.31,-0.43,209.27,26,0.96
adamant,"""a.4@.m@nt",1,JJ,823,0.2,233.97,21,0.66,771.84,0.14,198.69,25,0.93
adamantly,"""a.4@.m@nt.li",2,RB,836,0.42,201.92,20,0.65,907.5,0.62,411.04,22,0.85
zoologist,"zu.""A.l@.dZIst",3,NN,714.09,-0.12,165.02,34,1,732.7,0.19,162.8,23,0.82
zoology,"zu.""A.l@.dZi",3,NN,685.28,-0.34,171.94,32,0.97,687.12,-0.13,112.78,25,0.96
zoom,"z""um",1,VB|NN,549.76,-0.76,97.65,33,1,639.86,-0.44,108.34,28,1
zooming,"z""um.IN",2,VB,709.69,-0.29,283.11,29,0.88,672.37,-0.22,92.35,27,1
zooms,"z""umz",2,VB,666.93,-0.48,232.11,30,0.94,613.83,-0.55,88.29,24,1
zucchini,"zu.k""i.ni",1,NN,848.68,0.24,259.82,28,0.85,756,0.21,209.06,23,0.96
Zurich,"z""U.rIk",1,NN,763,0.09,184.26,21,0.62,822.64,0.21,221.48,25,0.89
won,"w""Vn",1,VB,659.9,-0.54,202.21,30,0.91,615.04,-0.54,180.57,26,0.93
wonder,"w""Vn.4@`",1,NN|VB,590.88,-0.68,162.08,33,0.97,591.64,-0.49,186.85,28,1
wondered,"w""Vn.4@`d",2,VB,639.88,-0.42,180.04,34,1,594.26,-0.55,131.53,27,0.96
wonderful,"w""Vn.4@`.fl=",2,JJ,625.77,-0.5,206.23,35,1,609.61,-0.51,138.5,28,1
wonderfully,"w""Vn.4@`.fl=.i",3,RB,646.42,-0.31,152.76,33,1,657.18,-0.34,152.44,28,1
wonderfulness,"w""Vn.4@`.fl=.n@s",3,NN,850.55,0.18,285.91,31,0.94,750.26,0.07,192.94,27,1
wondering,"w""Vn.4@`.IN",2,VB|NN,740.37,-0.29,283.93,30,0.91,615.04,-0.41,113.88,28,1
wonderingly,"w""Vn.4@`.IN.li",3,RB,898.45,0.5,281.33,31,0.94,757.17,0.11,192.25,23,0.85
wonderland,"w""Vn.4@`.l%and",2,NN,813.47,0.1,307.55,32,0.94,681.15,-0.24,199.29,26,0.96
wonders,"w""Vn.4@`z",2,NN|VB,612.03,-0.52,168.6,31,0.97,629.59,-0.39,147.89,27,1
wondrous,"w""Vn.dr@s",2,JJ,842.08,0.35,272.59,24,0.77,734.19,-0.07,218.08,27,1
wondrously,"w""Vn.dr@s.li",3,RB,846.28,0.34,312.89,25,0.81,838.52,0.32,205.04,25,0.89
wont,"w""Ont",1,JJ|NN|VB,877.12,0.28,324.58,17,0.5,619.47,-0.62,93,19,0.79
won't,"w""ont",2,encl,629.13,-0.56,144.23,30,0.91,635.07,-0.45,232.14,28,1
woo,"w""u",1,VB|NN,746.73,-0.11,324.54,22,0.67,645.18,-0.41,169.31,28,1
wood,"w""Ud",1,NN,595.42,-0.61,209.15,33,0.94,580.07,-0.63,127.56,27,1
woodbine,"w""Ud.baIn",1,NN,842.8,0.12,324.01,15,0.45,681.65,-0.13,136.04,26,0.93
woodblock,"w""Ud.bl%Ak",2,NN,812.79,0.17,257.35,29,0.91,688.96,-0.18,121.02,28,1
woodcarver,"w""Ud.k%Arv.@`",3,NN,820.72,0.17,226.52,32,0.94,728.28,-0.04,133.54,25,0.96
woodcock,"w""Ud.k%Ak",2,NN,871.96,0.33,282.58,26,0.81,683.28,-0.25,93.31,25,0.96
woodcraft,"w""Ud.kr%aft",2,NN,661.68,-0.4,144.76,31,0.94,637.5,-0.4,99.19,28,1
woodcut,"w""Ud.k%Vt",2,NN,737.5,-0.08,230.61,30,0.94,628.48,-0.44,115.56,27,0.96
woodcutter,"w""Ud.k%V4.@`",3,NN,777.81,0.02,232.22,31,0.97,642.76,-0.25,126.64,29,1
woodcutters,"w""Ud.k%V4.@`z",4,NN,779.13,0.09,209.69,31,0.94,713.42,-0.15,117.36,26,1
wooded,"w""U4.@d",2,JJ,754.97,-0.04,247.26,30,0.91,675.04,-0.22,154.48,26,0.93
wooden,"w""Ud.n=",2,JJ,703.73,-0.41,333.91,30,0.91,616.67,-0.45,180.96,27,1
woodgraining,"w""Ud.gr%en.IN",3,VB,1055.91,0.83,347.47,23,0.77,841.43,0.47,259.58,28,1
woodland,"w""Ud.l@nd",2,JJ|NN,745.41,-0.16,194.27,32,0.97,658.63,-0.25,138.7,27,1
woodman,"w""Ud.m@n",2,NN,754.42,-0.01,269.11,33,0.97,654.41,-0.35,156.21,27,1
woodpecker,"w""Ud.p%Ek.@`",3,NN,696.37,-0.23,190.91,35,1,638.64,-0.4,91.83,28,1
woodpile,"w""Ud.p%aIl",2,NN,780.47,-0.05,238.2,32,0.94,679.57,-0.2,144.51,28,1
Woodrow,"w""U.dro",2,NN,736.26,0.12,162.36,23,0.74,650.11,-0.18,112.44,27,1
woods,"w""Udz",2,NN,573.88,-0.8,151.13,32,0.97,563.89,-0.69,92.24,27,1
woodshed,"w""Ud.S%Ed",2,NN,845.03,0.06,238.42,32,0.94,690.65,-0.32,238.58,26,0.96
woodsman,"w""Udz.m@n",3,NN,778.5,-0.11,327.08,30,0.94,637.69,-0.51,163.86,26,0.96
Woodward,"w""Ud.w@`d",2,NN,747.54,0.08,264.65,28,0.85,717.58,-0.16,259.06,26,1
woodwind,"w""Ud.w%Ind",2,NN,735,-0.26,350.22,33,1,728.12,-0.05,199.91,26,1
woodwork,"w""Ud.w%3`k",2,NN|VB,761.91,-0.16,304.42,34,1,660.92,-0.4,164.96,26,1
woodworm,"w""Ud.w%3`m",2,NN,931.84,0.49,368.72,25,0.86,628.24,-0.34,171.27,25,0.93
woody,"w""U4.i",2,JJ|NN,652.06,-0.49,200.57,31,1,553.71,-0.71,73.46,28,1
woodyard,"w""Ud.j%Ard",2,NN,1089.75,0.76,320.07,24,0.75,761.38,0.07,179.32,24,0.89
woodworking,"w""Ud.w%3`k.IN",3,NN|VB,742.69,-0.13,245.17,32,0.97,655.07,-0.3,142.44,28,0.97
wooed,"w""ud",2,VB,828.59,0.37,263.56,22,0.67,737.08,0.02,164.42,24,0.92
woof,"w""Uf",1,NN|VB,720.39,-0.23,237.97,28,0.85,597.93,-0.67,87.87,27,1
wool,"w""Ul",1,NN,657.94,-0.49,221.56,33,0.97,606.81,-0.49,73.92,27,1
woolen,"w""Ul.@n",2,JJ,676.46,-0.22,168.75,28,0.85,655.48,-0.45,141.37,25,0.93
woollen,"w""Ul.@n",2,JJ,811.56,0.03,266.14,16,0.52,721,-0.07,177.13,25,0.96
woolly,"w""Ul.i",2,JJ|NN,818.48,0.28,188.47,23,0.7,661.59,-0.24,151.76,27,0.96
woolworkers,"w""Ul.w%3`k.@`z",4,NN,876.74,0.23,266.74,31,0.94,767.42,0.11,167.54,26,1
Woolworth's,"w""Ulw%@`Ts",NULL,NULL,824.41,0.27,269.19,29,0.88,709.59,0.02,122.8,27,1
woozy,"w""u.zi",1,JJ,666,-0.14,210.66,27,0.79,617.92,-0.37,122.7,25,1
Worcester,"w""U.st@`",2,NN,795.96,0.1,237.58,23,0.72,794.41,0.17,295.98,17,0.68
word,"w""3`d",1,NN,620.22,-0.64,271.45,32,0.97,571.15,-0.7,96.74,26,1
worded,"w""3`4.@d",2,VB,671.66,-0.57,164.16,29,0.91,604.82,-0.48,121.27,28,1
wording,"w""3`4.IN",2,NN|VB,660.06,-0.39,290.41,32,0.97,614.3,-0.56,109.11,27,1
wordless,"w""3`d.l@s",2,JJ,694.18,-0.3,240.38,34,1,600.86,-0.45,103.52,28,1
wordplay,"w""3`d.pl%e",2,NN,743.53,-0.11,241.18,32,0.94,659.85,-0.28,127.8,27,1
words,"w""3`dz",2,NN,598.45,-0.72,169.34,33,1,551.69,-0.81,87.49,26,1
Wordsworth,"w""3`dz.w@`T",3,NN,880.19,0.26,329.48,27,0.84,800.65,0.13,278.44,26,0.93
wordy,"w""3`4.i",2,JJ,696.13,-0.31,284.67,31,0.97,622.39,-0.46,161.49,28,1
wore,"w""Or",1,VB,760.09,-0.26,344.87,23,0.7,625.23,-0.49,133.56,26,0.93
work,"w""3`k",1,NN|VB,635.47,-0.61,244.55,34,1,521.89,-0.81,78.31,27,1
workable,"w""3`k.@.bl=",2,JJ,712.77,-0.31,196.38,35,0.97,578.41,-0.66,90.02,27,1
workbag,"w""3`k.b%ag",2,NN,871.38,0.12,381.85,29,0.91,594.48,-0.6,103.17,25,1
workbasket,"w""3`k.b%a.sk@t",2,NN,874.45,0.26,255.74,29,0.88,685.56,-0.18,116.92,25,0.96
workbench,"w""3`k.b%EntS",2,NN,738.27,-0.08,236.86,33,1,598.48,-0.59,105.16,27,1
workbook,"w""3`k.b%Uk",2,NN,711.79,-0.37,229.23,34,1,681.04,-0.34,213.28,26,0.96
workday,"w""3`k.d%e",2,NN,660.56,-0.42,157.79,32,0.97,587.85,-0.6,74.03,27,0.96
worked,"w""3`kt",2,VB,708.65,-0.46,366.7,34,0.97,594.18,-0.73,171.63,28,1
worker,"w""3`k.@`",2,NN,588.14,-0.71,251.57,35,1,589.39,-0.78,103.99,28,1
workers,"w""3`k.@`z",3,NN,628.09,-0.56,248.61,34,1,570.61,-0.64,92.38,28,1
worker's,"w""3`k.@`z",3,encl,648.16,-0.46,216.9,32,1,609.46,-0.67,160.73,28,1
workhorse,"w""3`k.h%Ors",2,NN,662.66,-0.32,183.29,29,0.94,560.36,-0.58,71.72,28,0.97
workhouse,"w""3`k.h%aUs",2,NN,766.97,-0.1,265.75,34,0.97,604.26,-0.54,92.54,27,0.96
working,"w""3`k.IN",2,VB|NN|JJ,531.82,-0.81,105.35,34,1,585.89,-0.66,171.83,28,1
workingmen,"w""3`k.IN.m%En",3,NN,969.72,0.54,380.3,25,0.81,693.5,-0.06,170.34,26,0.96
workings,"w""3`k.INz",3,NN,598.22,-0.54,153.23,32,0.97,560.79,-0.67,78.4,28,1
workman,"w""3`k.m@n",2,NN,637.07,-0.43,146.19,30,0.91,598.96,-0.55,163.18,26,1
workman's,"w""3`k.m@nz",3,encl,737.12,-0.26,290.17,34,1,583.11,-0.59,105.35,27,0.96
workmanship,"w""3`k.m@n.S%Ip",3,NN,785.03,0.05,254.94,31,0.97,616.71,-0.44,86.65,28,0.97
workmen,"w""3`k.m@n",2,NN,708,-0.4,309.74,32,0.97,603.96,-0.65,121.27,27,1
workout,"w""3`k.%aUt",2,NN,583.6,-0.68,132.33,35,1,589.63,-0.65,117.65,27,1
workouts,"w""3`k.%aUts",3,NN,695.5,-0.37,325.57,32,0.97,631.67,-0.4,100.01,27,0.96
workpeople,"w""3`k.p%i.pl=",2,NN,823.64,0.14,312.36,33,0.97,646.52,-0.32,115.68,27,1
workpiece,"w""3`k.p%is",2,NN,834.17,0.07,408.76,29,0.88,650.44,-0.41,133.04,27,0.96
workroom,"w""3`k.r%um",2,NN,748.13,-0.05,339.15,30,0.91,643.22,-0.32,179.3,27,0.96
works,"w""3`ks",2,NN|VB,672.25,-0.5,272.6,32,0.97,591.25,-0.68,136.16,24,1
work's,"w""3`ks",2,encl,601.82,-0.53,133.12,33,0.97,578.19,-0.76,93.18,27,1
